#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-15T13:04:41 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-15T13:04:41	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-order=I&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out.src=J/A+A/625/A14/table5&-source=J/A+A/625/A14/table5&-out=SourceId&-out=RA_ICRS&-out=DE_ICRS&-out=o_Gmag&-out=o_GBPmag&-out=o_GRPmag&-out=Per&-out=Gmag&-out=GBPmag&-out=GRPmag&-out=Plx&-out=e_Plx&-out=E(BP/RP)&-out=epsi&-out=Signiepsi&-out=RUWE&-out=Class&-out=New&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36250014
#Name: J/A+A/625/A14
#Title: Reclassification of Cepheids in the Gaia DR2 (Ripepi+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/625/a14	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/625/a14	    IVOID of underlying data collection
#INFO	creator=Ripepi V.	    First author or institution
#INFO	cites=bibcode:2019A&A...625A..14R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/625/A14	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36250014	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-02-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_625_A14_table5:
#Name: J/A+A/625/A14/table5
#Title: Reclassification of the Cepheids in Gaia DR2
#Column	SourceId	(I19)	Gaia DR2 source identification	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F9.5)	Right ascension (ICRS) at epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS) at epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	o_Gmag	(I3)	Number of epochs in G	[ucd=meta.number]
#Column	o_GBPmag	(I3)	Number of epochs in GBP	[ucd=meta.number]
#Column	o_GRPmag	(I3)	Number of epochs in GRP	[ucd=meta.number]
#Column	Per	(F11.6)	Period	[ucd=time.period]
#Column	Gmag	(F6.3)	Intensity averaged magnitudes in G	[ucd=phot.mag;em.opt]
#Column	GBPmag	(F6.3)	Intensity averaged magnitudes in GBP	[ucd=phot.mag;em.opt.B]
#Column	GRPmag	(F6.3)	Intensity averaged magnitudes in GRP	[ucd=phot.mag;em.opt.R]
#Column	Plx	(F7.3)	Parallax	[ucd=pos.parallax]
#Column	e_Plx	(F6.3)	Error on parallax	[ucd=stat.error;pos.parallax]
#Column	E(BP/RP)	(F6.3)	Excess of flux in the BP and RP integrated photometry with respect to the G band	[ucd=phot.flux;arith.ratio]
#Column	epsi	(F6.3)	Excess noise of the source	[ucd=stat.fit.param]
#Column	Signiepsi	(F8.3)	Significance of epsi	[ucd=stat.fit.goodness]
#Column	RUWE	(F6.3)	Renormalised unit weight error	[ucd=phys.atmol.weight]
#Column	Class	(a13)	Variability classification from from present work	[ucd=meta.code;src.var]
#Column	New	(A1)	[N] Flag "N" to denote a cepheid not known in the literature	[ucd=meta.code]
SourceId;RA_ICRS;DE_ICRS;o_Gmag;o_GBPmag;o_GRPmag;Per;Gmag;GBPmag;GRPmag;Plx;e_Plx;E(BP/RP);epsi;Signiepsi;RUWE;Class;New
2045846103109302016;290.92643;+32.13222; 28; 24; 24;   2.509820;15.305;15.696;14.724;  0.037; 0.028; 1.232; 0.000;   0.000; 1.111;BLHER        ;
5908002569658878720;222.54094;-44.72746; 26; 22; 22;   2.519470;17.050;17.844;16.150;  0.434; 0.099; 1.320; 0.000;   0.000; 0.986;OTHER        ;
5914096922097061120;257.53028;-60.66478; 28; 27; 23;   2.522130;12.219;12.592;11.648;  0.273; 0.044; 1.237; 0.000;   0.000; 1.107;BLHER        ;
5329778887909167232;131.65005;-46.52931; 29; 28; 26;   2.524120;15.659;16.743;14.601; -0.071; 0.039; 1.393; 0.140;   1.795; 1.041;DCEP_F       ;N
5930952980798060032;250.81165;-52.27422; 29; 26; 27;   2.533800;15.739;16.439;14.890;  0.020; 0.049; 1.306; 0.000;   0.000; 1.038;DCEP_1O      ;N
4065975621383085824;270.99695;-24.38564; 15; 16; 16;   2.538060;14.362;14.908;13.477;  0.727; 0.043; 1.382; 0.000;   0.000; 1.223;OTHER        ;
5520935444020919296;122.93820;-44.17210; 29; 30; 30;   2.540780;14.992;15.775;14.076;  0.050; 0.024; 1.344; 0.000;   0.000; 1.080;DCEP_F       ;N
2945995416399061760;102.28601;-17.64471; 42; 35; 35;   2.541280;16.063;16.250;15.703;  0.095; 0.056; 1.215; 0.047;   0.187; 0.983;OTHER        ;
5613111347760892672;110.69908;-26.71455; 36; 29; 32;   2.545480;12.914;13.375;12.294;  0.020; 0.022; 1.235; 0.000;   0.000; 0.946;DCEP_F       ;
2934255449716149760;107.39410;-18.56329; 30; 27; 27;   2.546530;13.253;14.015;12.367;  0.196; 0.025; 1.308; 0.000;   0.000; 1.260;DCEP_F       ;
5520440663787736192;122.44604;-45.35460; 24; 25; 23;   2.551210;15.841;16.424;15.077;  0.035; 0.037; 1.284; 0.000;   0.000; 0.965;DCEP_F       ;N
6388135142603525632;349.66140;-67.87431; 33; 29; 27;   2.551440;13.979;14.411;13.388;  1.133; 0.019; 1.252; 0.000;   0.000; 1.111;OTHER        ;
2932101334643047680;105.10347;-20.43170; 40; 35; 34;   2.557780;12.650;13.149;11.980;  0.182; 0.041; 1.234; 0.000;   0.000; 1.033;DCEP_F       ;
6286245255483553920;217.72597;-16.81054; 13; 13; 14;   2.561460; 8.970; 9.869; 8.075;  0.271; 0.047; 1.364; 0.000;   0.000; 1.154;OTHER        ;
5829232354047904256;241.82917;-62.91057; 36; 35; 32;   2.567200; 7.740; 8.107; 7.266;  0.877; 0.041; 1.187; 0.000;   0.000; 0.975;DCEP_MULTI   ;
5394120384204057984;164.28288;-38.04533; 45; 42; 41;   2.571630;16.219;16.810;15.484;  0.256; 0.053; 1.276; 0.000;   0.000; 0.993;OTHER        ;
5897539960619629568;216.95013;-53.75592; 49; 44; 46;   2.574000;12.674;12.876;12.294;  0.455; 0.041; 1.210; 0.000;   0.000; 1.001;OTHER        ;
 470144751068871808;061.63394;+58.11309; 41; 37; 40;   2.578120;16.511;16.969;15.876;  0.000; 0.060; 1.247; 0.000;   0.000; 0.976;DCEP_F       ;N
5597352047599988352;119.45786;-29.38405; 32; 29; 29;   2.586120;11.592;12.213;10.843;  0.187; 0.032; 1.261; 0.000;   0.000; 1.110;DCEP_F       ;
5519196703818908800;122.70547;-47.69853; 28; 27; 24;   2.592820; 7.990; 8.406; 7.453;  0.616; 0.031; 1.181; 0.000;   0.000; 1.107;DCEP_MULTI   ;
3027132189042054400;114.83954;-17.34696; 31; 29; 30;   2.598750;10.757;11.244;10.117;  0.181; 0.050; 1.241; 0.000;   0.000; 0.943;DCEP_1O      ;
5404862853352596736;149.21983;-51.60892; 44; 42; 41;   2.604740;13.303;14.085;12.409;  0.084; 0.017; 1.323; 0.000;   0.000; 1.135;DCEP_F       ;N
 273187064220377600;074.05325;+54.00590; 34; 27; 27;   2.604820;12.305;13.130;11.382;  1.068; 0.034; 1.308; 0.000;   0.000; 1.180;OTHER        ;
6576038312536261888;323.09050;-45.17798; 32; 27; 27;   2.617860;16.120;16.662;15.397;  0.216; 0.065; 1.264; 0.000;   0.000; 0.965;OTHER        ;
3027827978047324544;110.39023;-17.50399; 31; 31; 30;   2.618040;14.840;15.152;14.341;  0.334; 0.034; 1.221; 0.000;   0.000; 1.004;OTHER        ;
3002879165853875968;096.73042;-09.96706; 18; 14; 16;   2.618190;14.834;15.809;13.826;  1.002; 0.042; 1.421; 0.031;   0.116; 0.973;OTHER        ;
6885191570330590208;315.54540;-14.64467; 25; 24; 23;   2.618250;14.677;15.010;14.167;  0.218; 0.042; 1.223; 0.000;   0.000; 0.985;OTHER        ;
5599566983722741248;114.47706;-29.43804; 29; 25; 25;   2.620040;14.182;14.878;13.381;  0.087; 0.022; 1.343; 0.000;   0.000; 1.162;DCEP_F       ;
6087969395939855360;200.16701;-44.82180; 20; 16; 16;   2.622540;12.963;13.831;12.016;  0.019; 0.048; 1.344; 0.204;  11.314; 1.394;---          ;
5614274807174596864;115.45717;-25.04177; 42; 38; 40;   2.625840;10.354;10.871; 9.699;  0.211; 0.034; 1.229; 0.000;   0.000; 0.912;DCEP_1O      ;
5718755624717348096;116.00252;-17.12887; 53; 55; 55;   2.629740;11.298;11.686;10.758;  0.185; 0.035; 1.225; 0.000;   0.242; 1.074;DCEP_1O      ;
5617745003304609536;109.88037;-23.80181; 40; 39; 39;   2.630030;14.529;15.526;13.522;  0.055; 0.024; 1.359; 0.055;   0.607; 1.008;DCEP_F       ;
5525825109665030528;132.70396;-39.44449; 35; 32; 31;   2.630450;12.641;13.529;11.706;  0.116; 0.027; 1.327; 0.000;   0.000; 1.056;DCEP_1O      ;
2004103831357741696;332.32734;+51.40539; 34; 32; 32;   2.632000;14.842;15.400;14.128;  0.112; 0.035; 1.258; 0.000;   0.000; 1.147;DCEP_F       ;
3425576270732293632;093.99953;+23.74749; 15; 14; 15;   2.635010;11.567;12.242;10.786;  0.329; 0.045; 1.307; 0.000;   0.000; 0.993;DCEP_F       ;
4690127037676227840;013.29901;-70.85695; 29; 20; 22;   2.637690;16.198;16.673;15.887;  0.045; 0.044; 1.227; 0.000;   0.000; 1.063;DCEP_F       ;
5254994264542210560;153.53708;-59.85044; 30; 27; 25;   2.641450;15.106;15.961;14.181; -0.095; 0.032; 1.401; 0.168;   3.288; 1.238;DCEP_F       ;N
5932284528150696704;245.22589;-53.55461; 31; 30; 28;   2.644070;11.700;11.991;11.248;  0.256; 0.052; 1.212; 0.000;   0.000; 0.985;DCEP_F       ;
3350719221309022720;101.47216;+10.06146; 18; 16; 16;   2.644600;10.413;10.922; 9.746;  0.057; 0.041; 1.226; 0.000;   0.000; 1.002;DCEP_1O      ;
5594180167020044544;120.11432;-33.31980; 34; 31; 30;   2.656960;12.937;13.577;12.161;  0.031; 0.024; 1.264; 0.000;   0.000; 1.152;DCEP_1O      ;
5857845872913577856;199.32909;-66.11714; 38; 36; 36;   2.657550;15.596;16.341;14.718;  0.002; 0.036; 1.334; 0.000;   0.000; 0.975;DCEP_F       ;N
4684364458577939328;012.41486;-76.07638; 27; 27; 26;   2.657590;15.749;15.989;15.313; -0.040; 0.036; 1.194; 0.127;   1.307; 1.081;DCEP_1O      ;
 198681686717279616;072.85353;+38.18855; 31; 31; 28;   2.659630;13.146;13.877;12.229;  0.178; 0.029; 1.304; 0.000;   0.000; 1.023;DCEP_F       ;
1322273271975938304;242.45271;+31.98289; 40; 37; 39;   2.664840;14.743;15.058;14.270;  0.051; 0.022; 1.217; 0.000;   0.000; 1.052;BLHER        ;
5322962499927658880;129.02740;-49.26527; 24; 21; 22;   2.666350;14.825;15.621;13.882;  0.015; 0.027; 1.318; 0.000;   0.000; 0.979;DCEP_F       ;
3330259852538068608;091.85611;+11.15198; 14; 12; 12;   3.889390;11.075;11.641;10.365;  0.258; 0.046; 1.320; 0.000;   0.000; 0.978;DCEP_F       ;
4636490008613940992;023.44879;-77.65616; 23; 22; 22;   2.672600;17.437;17.752;16.998;  0.157; 0.094; 1.191; 0.000;   0.000; 0.963;ACEP_F       ;
3112550812164329856;105.47340;-01.13095; 18; 18; 17;   2.674920; 8.431; 8.790; 7.943;  0.419; 0.042; 1.202; 0.000;   0.000; 0.874;DCEP_1O      ;
5598174486604978176;116.20151;-31.36252; 32; 32; 32;   2.692670;13.830;14.705;12.895;  0.012; 0.019; 1.337; 0.000;   0.000; 1.011;DCEP_1O      ;N
5611563995612988928;112.16780;-29.34422; 26; 24; 26;   2.701600;12.724;13.134;12.166;  0.117; 0.027; 1.142; 0.000;   0.000; 1.127;DCEP_F       ;
3133819112256378368;100.02326;+07.60583; 13; 12; 12;   2.704670;10.133;10.860; 9.351;  0.415; 0.049; 1.252; 0.000;   0.000; 0.902;DCEP_F       ;
5515778734493663232;127.31510;-46.74924; 27; 26; 28;   2.716530;14.797;15.479;13.930;  0.016; 0.026; 1.350; 0.103;   1.591; 1.287;DCEP_F       ;
5547538196579026816;122.56082;-32.89204; 35; 35; 33;   2.719350;12.798;13.691;11.861;  0.124; 0.025; 1.327; 0.000;   0.000; 0.993;DCEP_1O      ;
4715156629607665280;032.35358;-58.36656; 36; 32; 30;   2.723100;15.666;16.201;14.892;  0.506; 0.035; 1.271; 0.000;   0.000; 0.957;OTHER        ;
6020749786201756288;250.31988;-35.66913; 35; 32; 32;   2.723200;16.655;17.606;15.670; -0.023; 0.089; 1.371; 0.000;   0.000; 1.036;BLHER        ;N
4513544886184515584;286.95604;+16.95625; 30; 30; 30;   2.729200;14.441;15.173;13.597;  0.058; 0.027; 1.309; 0.000;   0.000; 0.913;DCEP_1O      ;N
6124723935051409920;213.13567;-31.12994; 15; 13; 13;   2.732040;10.008;11.058; 9.066;  0.203; 0.052; 1.297; 0.000;   0.000; 1.066;OTHER        ;
4688033735040263168;023.36268;-70.67097; 32; 25; 25;   2.744080;16.447;16.669;16.038; -0.015; 0.043; 1.220; 0.000;   0.000; 1.005;DCEP_F       ;
1869357891101773952;311.34700;+34.21942; 37; 34; 34;   2.747650;17.017;17.931;16.052;  0.227; 0.066; 1.360; 0.000;   0.000; 0.967;OTHER        ;
5280590173638560128;104.74084;-68.31085; 23; 24; 23;   2.755540;15.962;16.281;15.442; -0.049; 0.041; 1.228; 0.000;   0.000; 1.023;DCEP_F       ;
 355488086540394112;035.70997;+50.07193; 24; 22; 25;   2.759890;14.541;14.957;13.952;  0.091; 0.030; 1.231; 0.000;   0.000; 1.010;DCEP_F       ;N
4523147299146391296;273.46837;+17.24599; 24; 18; 18;   2.760660;13.036;13.870;12.136;  2.170; 0.025; 1.317; 0.000;   0.000; 0.976;OTHER        ;
5520506531407532928;121.80022;-45.06591; 28; 21; 23;   2.772540;14.019;14.571;13.290;  0.005; 0.019; 1.282; 0.000;   0.000; 1.090;DCEP_F       ;
3485111531138893824;173.05747;-26.79020; 37; 32; 31;   2.772990;16.359;16.889;15.750;  0.005; 0.074; 1.267; 0.000;   0.000; 1.008;---          ;
4517675265992760448;285.48646;+18.33188; 27; 24; 23;   2.773450;12.243;12.696;11.611;  1.083; 0.047; 1.239; 0.000;   0.000; 1.008;OTHER        ;
6892189613948034048;319.20996;-10.98108; 15; 14; 14;   2.774370;10.266;11.267; 9.273;  0.370; 0.045; 1.300; 0.000;   0.000; 0.930;OTHER        ;
3105345570728492416;101.18311;-03.95240; 15; 13; 13;   2.774750;11.389;12.037;10.621;  0.135; 0.042; 1.286; 0.000;   0.000; 0.860;DCEP_1O      ;
5545066700588440832;119.73893;-36.89733; 29; 29; 29;   2.775140;15.070;16.062;14.055;  0.015; 0.027; 1.391; 0.057;   0.495; 1.059;DCEP_F       ;N
4637956099996538752;018.33566;-75.37716; 30; 27; 26;   2.779790;16.463;16.758;15.976;  0.069; 0.050; 1.244; 0.000;   0.000; 0.943;DCEP_F       ;
2948568273607650560;105.01213;-14.16082; 18; 14; 13;   2.781950;13.900;14.800;13.107;  0.101; 0.025; 1.326; 0.000;   0.000; 1.060;DCEP_F       ;
6029777983564817536;255.83221;-29.67189; 39; 32; 34;   2.782850;16.641;17.280;15.736;  0.249; 0.086; 1.404; 0.000;   0.000; 0.955;OTHER        ;
4066429066901946368;273.26040;-23.11729; 15; 14; 15;   5.057870; 6.820; 7.367; 6.231;  1.119; 0.053; 1.194; 0.000;   0.000; 1.026;DCEP_F       ;
2129677198927518464;292.76776;+48.66249; 26; 21; 20;   2.789470;15.775;16.477;14.916;  0.506; 0.033; 1.325; 0.000;   0.000; 0.996;OTHER        ;
3107234707804768384;100.46536;-01.33498; 16; 15; 15;   2.798100;11.819;12.419;11.083;  0.112; 0.044; 1.281; 0.000;   0.000; 0.979;DCEP_1O      ;
 460909093912435072;042.02334;+57.93448; 26; 26; 24;   2.798730;14.031;15.067;13.008;  0.130; 0.027; 1.374; 0.113;   2.596; 1.054;DCEP_F       ;
3663199601286545408;205.12304;+00.58927; 16; 15; 15;   2.799080;14.753;15.775;13.753; -0.024; 0.052; 1.354; 0.100;   1.309; 1.086;OTHER        ;
2007654601080023040;338.42226;+57.31830; 23; 22; 23;   2.805330; 9.115; 9.683; 8.430;  0.496; 0.039; 1.253; 0.000;   0.000; 0.895;DCEP_1O      ;
4291437112079445504;295.58697;+05.61035; 29; 24; 24;   2.805820;15.318;15.712;14.619;  0.616; 0.187; 1.336; 1.150; 151.876; 4.620;---          ;
5839860366584139648;203.79161;-72.26547; 26; 22; 23;   2.808750;17.125;18.012;16.116;  0.254; 0.089; 1.368; 0.176;   0.718; 1.010;OTHER        ;
 430052537038350976;000.60589;+62.84717; 31; 30; 31;   2.813450;14.408;15.246;13.490; -0.018; 0.032; 1.332; 0.000;   0.000; 1.049;DCEP_F       ;N
6006638104220211968;231.60116;-37.71086; 31; 27; 24;   2.814060;17.849;18.517;16.890;  0.229; 0.202; 1.468; 0.000;   0.000; 0.932;OTHER        ;
3398143803515552768;088.22807;+18.01082; 17; 17; 17;   2.815210;12.223;12.852;11.471;  0.080; 0.053; 1.269; 0.000;   0.000; 1.006;DCEP_1O      ;N
1873298884367855872;314.17890;+40.25849; 30; 26; 27;   2.822450;16.210;17.133;15.226;  0.018; 0.046; 1.371; 0.108;   0.750; 1.056;DCEP_F       ;N
 425324052915862912;010.09664;+58.61852; 48; 47; 46;   2.823220;13.029;13.548;12.344;  0.053; 0.020; 1.261; 0.000;   0.000; 0.979;DCEP_1O      ;
5616130129962210048;110.43814;-26.53341; 36; 33; 30;   2.825450;12.912;13.377;12.302;  0.036; 0.022; 1.237; 0.000;   0.000; 0.918;DCEP_F       ;
6000740877916016640;231.77168;-43.07607; 52; 42; 45;   2.829010;17.667;18.356;16.842;  0.153; 0.118; 1.323; 0.197;   0.755; 1.052;OTHER        ;
3117307814859500416;097.77268;-02.14679; 17; 16; 16;   3.135230;13.290;14.089;12.471;  0.062; 0.024; 1.313; 0.000;   0.000; 1.399;DCEP_F       ;
5062212836355891968;039.87693;-34.47224; 50; 42; 41;   2.832080;18.001;18.255;17.390;  0.035; 0.134; 1.314; 0.464;   3.033; 1.134;---          ;
5793723454238778624;222.56781;-73.58968; 39; 33; 36;   2.832260;17.481;18.083;16.732;  0.068; 0.080; 1.312; 0.000;   0.000; 0.900;OTHER        ;
 429182376660681984;003.16670;+60.22643; 42; 40; 41;   2.841850; 9.903;10.504; 9.180;  0.385; 0.028; 1.238; 0.000;   0.000; 0.887;DCEP_1O      ;
2033142036553848832;295.23440;+31.45672; 35; 31; 24;   2.842780;17.049;17.129;16.674;  0.101; 0.067; 1.291; 0.000;   0.000; 0.980;OTHER        ;
5256178232392037120;149.28246;-61.24902; 26; 27; 27;   2.844740;15.032;15.564;14.306;  0.080; 0.028; 1.292; 0.000;   0.000; 1.089;BLHER        ;N
3036562154819441280;116.86720;-13.01439; 28; 22; 25;   2.847600;16.823;17.493;15.988;  0.334; 0.080; 1.298; 0.151;   0.842; 1.062;OTHER        ;
5293246995583678336;109.08524;-60.30341; 27; 23; 24;   2.849290;15.524;16.192;14.690;  0.548; 0.025; 1.318; 0.000;   0.000; 1.039;DCEP_F       ;N
5544259212380322560;120.85675;-37.19998; 28; 23; 25;   2.855290;14.088;14.835;13.234;  0.017; 0.021; 1.297; 0.000;   0.000; 1.030;DCEP_F       ;N
6065637765021194240;203.69183;-53.83335; 30; 30; 27;   2.856180;14.721;15.259;14.018;  0.099; 0.060; 1.275; 0.000;   0.000; 1.085;BLHER        ;N
5598758018042387072;117.26623;-30.10375; 28; 25; 26;   2.861490;16.062;16.322;15.628;  0.084; 0.047; 1.233; 0.000;   0.000; 1.037;OTHER        ;
2928335747830554240;108.43497;-21.72421; 54; 53; 54;   2.861660;14.221;14.985;13.358;  0.051; 0.026; 1.305; 0.000;   0.000; 1.026;DCEP_F       ;
5351186104439553920;160.98480;-57.17538; 31; 27; 29;   2.862720;16.722;17.220;16.010;  0.319; 0.058; 1.299; 0.074;   0.209; 1.030;OTHER        ;
4757607983288353024;083.76190;-62.33990; 27; 22; 24;   2.868490;16.029;16.250;15.517; -0.021; 0.036; 1.241; 0.000;   0.000; 0.974;DCEP_F       ;
 513074186146353536;024.74994;+64.98924; 42; 38; 36;   2.871510;11.006;11.840;10.142;  0.280; 0.034; 1.295; 0.000;   0.000; 1.193;DCEP_F       ;
5613375028701902976;113.39792;-25.84367; 35; 31; 29;   2.872000;13.271;13.966;12.477;  0.156; 0.024; 1.269; 0.000;   0.000; 1.093;DCEP_MULTI   ;
5825745459115274624;234.54999;-64.95659; 46; 40; 40;   2.874300;14.232;14.914;13.419;  0.940; 0.025; 1.279; 0.000;   0.000; 0.971;OTHER        ;
1910559645497034880;350.77520;+33.56857; 66; 56; 60;   2.874580;17.231;17.877;16.459;  0.283; 0.097; 1.284; 0.000;   0.000; 0.992;OTHER        ;
5254070090673438592;160.59591;-61.16590; 34; 29; 27;   2.876470;10.022;10.576; 9.352;  0.330; 0.025; 1.240; 0.000;   0.000; 0.900;DCEP_MULTI   ;
4688114725237948672;024.52435;-70.61840; 32; 23; 23;   2.880210;16.384;16.645;15.995; -0.048; 0.048; 1.203; 0.211;   2.433; 1.186;DCEP_F       ;
5002297836412876928;015.86304;-34.76164; 53; 47; 51;   2.883010;16.902;17.454;16.174;  0.152; 0.075; 1.273; 0.000;   0.000; 0.988;OTHER        ;
 261927068718088832;081.89283;+50.86737; 25; 25; 23;   2.885260;13.172;13.808;12.408;  0.161; 0.024; 1.269; 0.000;   0.000; 1.038;DCEP_F       ;
4149348869370690432;264.99452;-14.17038; 15; 14; 13;   2.887070;12.771;13.420;12.043;  0.184; 0.046; 1.258; 0.000;   0.000; 1.062;OTHER        ;
5598479085688742656;115.17910;-30.71466; 35; 35; 32;   2.890190;12.535;13.012;11.892;  0.009; 0.027; 1.245; 0.000;   0.000; 0.918;DCEP_1O      ;N
4682206533865906944;065.11048;-57.85114; 26; 22; 23;   2.892580;15.707;16.002;15.300;  0.015; 0.032; 1.252; 0.000;   0.000; 0.976;DCEP_F       ;N
1848891302469477504;323.90190;+28.30960; 23; 21; 21;   2.905870;11.723;12.566;10.822; -0.001; 0.061; 1.371; 0.000;   0.000; 1.015;OTHER        ;
4255871072049894784;283.98352;-02.87977; 16; 13; 15;   8.755500;11.020;12.003;10.100;  0.525; 0.040; 1.308; 0.000;   0.000; 0.853;WVIR         ;
5253289093802878592;152.85139;-61.48616; 30; 28; 29;   2.911460;14.105;14.587;13.440;  0.027; 0.018; 1.249; 0.000;   0.000; 1.040;DCEP_F       ;
2947842664653933824;104.19146;-15.63763; 16; 15; 14;   3.694000;13.254;13.971;12.428;  0.066; 0.027; 1.316; 0.000;   0.000; 1.423;DCEP_F       ;
5310969267622303872;136.56210;-54.93719; 34; 29; 30;   2.927620;14.515;15.105;13.780; -0.001; 0.029; 1.307; 0.000;   0.000; 0.992;DCEP_F       ;
4642866828161408512;052.89342;-70.99389; 32; 27; 28;   2.929000;16.287;16.600;15.824; -0.028; 0.039; 1.223; 0.113;   0.773; 1.079;DCEP_F       ;
5533064637824258816;119.78798;-43.17517; 24; 22; 22;   2.929210;13.487;13.982;12.836; -0.005; 0.020; 1.251; 0.000;   0.000; 0.993;DCEP_F       ;
2012898545680156672;355.48931;+61.64012; 36; 35; 36;   2.929280;12.604;12.937;12.103;  0.880; 0.027; 1.213; 0.000;   0.000; 1.027;OTHER        ;
6484218676320441088;314.20280;-45.41081; 42; 39; 39;   2.951300;12.383;12.585;11.983;  1.815; 0.035; 1.230; 0.000;   0.000; 1.220;OTHER        ;
3135663199412484992;110.95506;+01.61762; 20; 17; 15;   2.952580;11.251;11.825;10.497;  1.131; 0.037; 1.223; 0.000;   0.000; 0.927;OTHER        ;
6737197163499201536;279.91869;-31.39930; 19; 12; 13;   2.955160;11.644;12.701;10.703;  0.187; 0.033; 1.383; 0.000;   0.000; 0.961;---          ;
 430217566859722368;007.50318;+61.46432; 40; 39; 36;   2.959200;16.002;16.349;15.460;  0.075; 0.038; 1.243; 0.000;   0.000; 1.020;OTHER        ;
1034909860741847808;126.09311;+57.57153; 23; 21; 20;   2.960480;14.517;15.164;13.727;  0.721; 0.031; 1.286; 0.000;   0.000; 1.103;OTHER        ;
5598642947280233984;116.71718;-30.66590; 32; 28; 29;   2.968400;14.154;14.951;13.283;  0.072; 0.020; 1.323; 0.000;   0.000; 1.111;DCEP_F       ;N
4319599865468760832;290.79264;+13.85664; 28; 29; 28;   2.973030;10.151;11.240; 9.140;  0.571; 0.038; 1.362; 0.000;   0.000; 0.929;DCEP_1O      ;
4228107338241475456;309.70091;-00.21977; 31; 30; 28;   2.976460;16.383;16.995;15.583;  0.399; 0.060; 1.328; 0.000;   0.000; 0.995;OTHER        ;
5618453226232054912;112.78894;-23.54401; 50; 48; 48;   2.978330;16.352;16.677;15.841;  0.036; 0.052; 1.227; 0.000;   0.000; 0.940;OTHER        ;
5426289208217677568;143.47583;-41.41189; 31; 25; 23;   2.981200;16.351;17.068;15.327;  0.374; 0.052; 1.486; 0.136;   1.015; 1.036;OTHER        ;
5856662557855409280;187.47093;-68.27871; 36; 33; 33;   2.981900;14.439;14.923;13.788; -0.021; 0.023; 1.249; 0.000;   0.000; 1.213;DCEP_F       ;
5318708901756763520;131.02834;-51.91945; 28; 23; 23;   2.984950;15.078;15.823;14.231;  0.133; 0.040; 1.305; 0.316;  12.878; 1.727;DCEP_F       ;N
5616666141880130560;111.27550;-25.08236; 36; 33; 33;   2.986920;14.056;14.621;13.309;  0.059; 0.021; 1.267; 0.000;   0.000; 1.004;OTHER        ;
4265371574109405824;284.35111;-00.73024; 17; 16; 18;   2.988060;10.560;11.321; 9.687;  0.400; 0.043; 1.262; 0.000;   0.000; 1.075;DCEP_F       ;
 468646563398354176;061.61184;+56.38261; 43; 41; 43;   2.991200;10.778;11.499; 9.964;  0.161; 0.038; 1.288; 0.000;   0.000; 1.039;DCEP_1O      ;
4497427003452889984;274.14326;+13.49023; 27; 24; 24;   2.993390;17.279;18.020;16.411;  0.256; 0.122; 1.367; 0.000;   0.000; 0.943;OTHER        ;
4522456462251815552;277.74678;+17.46247; 25; 22; 25;   3.002240;17.687;18.419;16.825;  0.352; 0.138; 1.327; 0.000;   0.000; 0.902;OTHER        ;
3128766989464926208;105.33263;+05.20452; 17; 14; 13;   3.005060;10.521;11.554; 9.573;  0.348; 0.041; 1.320; 0.000;   0.000; 1.067;---          ;
5519861423017907840;124.43265;-45.18550; 30; 27; 26;   3.006100;14.458;15.245;13.606;  0.045; 0.021; 1.330; 0.000;   0.000; 0.999;DCEP_F       ;N
6442781798217777664;299.33040;-61.68476; 39; 30; 31;   3.007110;14.729;15.453;13.900;  0.924; 0.031; 1.295; 0.000;   0.000; 1.008;OTHER        ;
6703004658279987200;272.40289;-50.27762; 16; 16; 15;   3.013430;11.866;12.897;10.881;  0.185; 0.041; 1.384; 0.000;   0.000; 1.243;DCEP_1O      ;N
